TSegundos;TMilisegundos;DuraciónMiliseg;ARMA;GÉNERO;MANO;PUÑO;PERÍODO; PISTA;MARCADOR;EFICACIA;Preparación;PRESIÓN;ACCIÓN 1;TIPO 1;ACCIÓN 2;TIPO 2;ACCIÓN 3;TIPO 3;ACCIÓN 4;TIPO 4;ACCIÓN n;TIPO n;Asalto;Tirador_I;Tirador_D;CAMPEONATO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09:22.6;562581;7486;ESP;FEM;ZZ;2ANA;2PER;3M_I;Gana_I;Toca_D;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09:49.1;589111;20311;ESP;FEM;ZZ;2ANA;2PER;3M_I;Gana_I;NO;Prep_I;PRES_D;1_DEF_D;1_PAR_R;2_DEF_I;2_PAR_SR;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10:09.4;609422;9144;ESP;FEM;ZZ;2ANA;2PER;3M_I;Gana_I;Toca_I;Prep_I;NPRES;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_R;3_COF_I;3_SIM_SH;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10:26.5;626546;15047;ESP;FEM;ZZ;2ANA;2PER;3M_I;Gana_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_DEF_D;2_DIST_SR;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10:41.6;641593;1926;ESP;FEM;ZZ;2ANA;2PER;3M_I;Gana_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_DEF_I;2_DIST_SR;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10:43.5;643519;4346;ESP;FEM;ZZ;2ANA;2PER;3M_I;Gana_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_SR;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:19.2;739165;1512;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;NO;Prep_D;NPRES;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_SR;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:20.7;740677;9065;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;Toca_I;Prep_I;NPRES;1_OF_I;1_SIM_H;2_DEF_D;2_PAR_R;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:36.0;756025;7709;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:43.7;763734;5022;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_R;3_COF_D;3_SIM_SH;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:48.8;768756;3076;ESP;FEM;ZZ;2ANA;3PER;2M_I;Gana_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:51.8;771832;645;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;NO;Prep_I;PRES_D;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_R;3_DEF_I;3_PAR_SR;4_COF_D;4_SIM_SH;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:52.5;772477;4094;ESP;FEM;ZZ;2ANA;3PER;2M_I;Gana_I;NO;Prep_D;PRES_D;1_OF_I;1_SIM_SH;2_DEF_D;2_DIST_SR;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:56.6;776571;14476;ESP;FEM;ZZ;2ANA;3PER;2M_I;Gana_I;Toca_D;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_R;3_COF_D;3_SIM_SH;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13:33.8;813848;7221;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_R;3_COF_D;3_SIM_SH;4_COF_I;4_SIM_SH;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13:41.1;821069;49681;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;Toca_D;Prep_D;NPRES;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;3_COF_D;3_SIM_SH;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:49.8;889806;5574;ESP;FEM;ZZ;2ANA;3PER;CENT;Gana_I;NO;Prep_I;NPRES;1_OF_I;1_COM_SH;2_DEF_D;2_DIST_R;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:55.4;895380;8820;ESP;FEM;ZZ;2ANA;3PER;CENT;Gana_I;Toca_D;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_R;3_COF_D;3_SIM_SH;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15:24.9;924863;12198;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15:37.1;937061;9018;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;NO;Prep_D;NPRES;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_SR;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15:46.1;946079;12619;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;Toca_I;Prep_D;NPRES;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_R;3_COF_D;3_SIM_SH;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16:07.8;967803;8816;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;Doble;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16:24.8;984782;6532;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;NO;Prep_D;NPRES;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;3_COF_I;3_SIM_SH;4_DEF_I;4_PAR_SR;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16:31.3;991314;;ESP;FEM;ZZ;2ANA;3PER;3M_I;Gana_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;3_COF_I;3_SIM_SH;4_COF_D;4_SIM_SH;;;47;S1;S3;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
