TSegundos;TMilisegundos;DuraciónMiliseg;ARMA;GÉNERO;MANO;PUÑO;PERÍODO; PISTA;MARCADOR;EFICACIA;Preparación;PRESIÓN;ACCIÓN 1;TIPO 1;ACCIÓN 2;TIPO 2;ACCIÓN 3;TIPO 3;ACCIÓN 4;TIPO 4;ACCIÓN n;TIPO n;Asalto;Tirador_I;Tirador_D;CAMPEONATO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02:51.3;171275;3549;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02:54.8;174824;3253;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_COF_I;3_SIM_SH;4_COF_D;4_SIM_SH;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02:58.1;178077;5898;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;NO;Prep_I;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_PAR_SR;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:04.0;183975;2840;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;NO;Prep_I;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:06.8;186815;7575;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;Toca_I;Prep_I;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:16.9;196950;2227;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;NO;Prep_D;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:19.2;199177;2437;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_DEF_D;2_DIST_SR;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:21.6;201614;5370;ESP;FEM;DD;2ANA;1PER;3M_I;Pierde_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_DEF_I;2_DIST_R;3_COF_D;3_SIM_SH;4_DEF_I;4_PAR_R;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:27.0;206984;6075;ESP;FEM;DD;2ANA;1PER;3M_I;Pierde_I;NO;Prep_D;PRES_D;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_R;3_DEF_I;3_PAR_R;4_COF_D;4_SIM_SH;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:33.1;213059;3825;ESP;FEM;DD;2ANA;1PER;3M_I;Pierde_I;NO;Prep_D;NPRES;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_R;3_DEF_D;3_DIST_SR;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:36.9;216884;5389;ESP;FEM;DD;2ANA;1PER;3M_I;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:42.3;222273;23693;ESP;FEM;DD;2ANA;1PER;3M_I;Pierde_I;Toca_D;Prep_D;NPRES;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04:11.2;251163;3221;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;NO;Prep_D;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04:14.4;254384;11226;ESP;FEM;DD;2ANA;1PER;3M_D;Pierde_I;Toca_D;Prep_I;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04:34.1;274064;6171;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;NO;Prep_I;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04:40.2;280235;2036;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_DEF_D;2_DIST_SR;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04:42.3;282271;9826;ESP;FEM;DD;2ANA;1PER;CENT;Pierde_I;Toca_D;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_COF_I;3_SIM_SH;4_DEF_D;4_PAR_R;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:39.2;399225;7753;ESP;FEM;DD;2ANA;2PER;3M_D;Pierde_I;Toca_D;Prep_I;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:51.5;411498;5458;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_OF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;4_DEF_D;4_DIST_SR;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:57.0;416956;2074;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;Prep_D;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_COF_I;3_SIM_SH;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:59.0;419030;3802;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;Prep_I;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_PAR_R;4_COF_D;4_SIM_SH;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:02.8;422832;2655;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_OF_D;2_SIM_SH;3_COF_I;3_SIM_SH;4_DEF_D;4_PAR_SR;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:05.5;425487;4512;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;Prep_D;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_COF_I;3_SIM_SH;4_DEF_D;4_PAR_R;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:10.0;429999;1276;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;Prep_D;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:11.3;431275;3998;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;NoPrep;PRES_I;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_R;3_COF_I;3_SIM_SH;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:15.3;435273;5184;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;NoPrep;PRES_I;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_R;3_COF_D;3_SIM_SH;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:20.5;440457;14451;ESP;FEM;DD;2ANA;2PER;3M_D;Pierde_I;Toca_I;Prep_D;PRES_I;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:49.5;469526;1841;ESP;FEM;DD;2ANA;2PER;3M_D;Pierde_I;NO;NoPrep;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_COF_I;3_SIM_SH;4_COF_D;4_SIM_SH;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:51.4;471367;7441;ESP;FEM;DD;2ANA;2PER;3M_D;Pierde_I;Toca_I;Prep_D;PRES_I;1_OF_D;1_COM_SH;2_COF_I;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:05.5;485457;1156;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:06.6;486613;4028;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;Prep_I;NPRES;1_OF_D;1_SIM_SH;2_DEF_I;2_DIST_SR;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:10.6;490641;3221;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_OF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;4_DEF_D;4_DIST_SR;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:13.9;493862;1487;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_OF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;4_DEF_D;4_DIST_SR;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:15.3;495349;8916;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;Toca_I;Prep_I;NPRES;1_OF_I;1_COM_SH;2_COF_D;2_SIM_SH;3_COF_I;3_SIM_SH;4_DEF_D;4_PAR_SR;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:36.2;516191;9761;ESP;FEM;DD;2ANA;2PER;2M_I;Pierde_I;NO;Prep_I;NPRES;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_R;3_COF_D;3_SIM_SH;4_COF_I;4_SIM_SH;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:46.0;525952;3780;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_OF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;4_DEF_D;4_DIST_SR;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:49.7;529732;17124;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;Toca_D;Prep_D;NPRES;1_DEF_I;1_PAR_R;2_COF_D;2_SIM_SH;3_DEF_I;3_PAR_SR;4_COF_D;4_SIM_SH;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09:08.9;548887;7867;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;Toca_I;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09:21.6;561554;7285;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;Toca_I;Prep_I;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_COF_I;3_SIM_SH;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09:33.7;573667;2973;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;Prep_I;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;4_DEF_D;4_DIST_SR;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09:36.6;576640;2387;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;NO;Prep_D;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09:39.0;579027;12356;ESP;FEM;DD;2ANA;2PER;CENT;Pierde_I;Toca_I;Prep_I;NPRES;1_OF_I;1_COM_SH;2_COF_D;2_SIM_SH;3_COF_I;3_SIM_SH;4_DEF_D;4_PAR_SR;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09:55.7;595684;3490;ESP;FEM;DD;2ANA;2PER;CENT;Empate;NO;Prep_D;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09:59.2;599174;4249;ESP;FEM;DD;2ANA;2PER;CENT;Empate;NO;Prep_I;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10:03.4;603423;1833;ESP;FEM;DD;2ANA;2PER;3M_I;Empate;NO;NoPrep;PRES_D;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_PAR_SR;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10:05.3;605256;8245;ESP;FEM;DD;2ANA;2PER;3M_I;Empate;Toca_I;Prep_D;PRES_D;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;51;S1;S7;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
