TSegundos;TMilisegundos;DuraciónMiliseg;ARMA;GÉNERO;MANO;PUÑO;PERÍODO; PISTA;MARCADOR;EFICACIA;Preparación;PRESIÓN;ACCIÓN 1;TIPO 1;ACCIÓN 2;TIPO 2;ACCIÓN 3;TIPO 3;ACCIÓN 4;TIPO 4;ACCIÓN n;TIPO n;Asalto;Tirador_I;Tirador_D;CAMPEONATO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:33.1;393136;7642;ESP;FEM;ZZ;FRAN;2PER;3M_D;Pierde_I;Toca_I;NoPrep;PRES_I;1_OF_I;1_SIM_SH;2_DEF_D;2_DIST_R;3_COF_I;3_SIM_SH;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:49.7;409673;30092;ESP;FEM;ZZ;FRAN;2PER;3M_I;Empate;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;3_DEF_D;3_DIST_SR;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:19.8;439765;4698;ESP;FEM;ZZ;FRAN;2PER;CENT;Empate;NO;Prep_D;NPRES;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_SR;3_COF_D;3_SIM_SH;4_DEF_I;4_PAR_SR;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:30.6;450559;15546;ESP;FEM;ZZ;FRAN;2PER;CENT;Empate;NO;Prep_D;NPRES;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_SR;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:46.1;466105;5854;ESP;FEM;ZZ;FRAN;2PER;3M_D;Empate;NO;Prep_D;NPRES;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_SR;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:52.0;471959;13914;ESP;FEM;ZZ;FRAN;2PER;3M_D;Empate;Doble;NoPrep;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:15.2;495151;11635;ESP;FEM;ZZ;FRAN;2PER;3M_I;Empate;NO;Prep_D;PRES_D;1_OF_I;1_SIM_SH;2_DEF_D;2_DIST_SR;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:26.8;506786;6776;ESP;FEM;ZZ;FRAN;2PER;3M_D;Empate;Toca_I;Prep_D;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08:43.9;523945;9111;ESP;FEM;ZZ;FRAN;2PER;3M_I;Gana_I;Toca_I;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09:11.8;551787;17043;ESP;FEM;ZZ;FRAN;2PER;2M_I;Gana_I;Doble;NoPrep;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11:17.9;677867;12574;ESP;FEM;ZZ;FRAN;3PER;2M_I;Gana_I;Doble;Prep_D;PRES_D;1_OF_I;1_SIM_H;2_DEF_D;2_PAR_R;3_COF_I;3_SIM_SH;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11:36.5;696504;1460;ESP;FEM;ZZ;FRAN;3PER;CENT;Gana_I;NO;Prep_D;PRES_D;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_R;3_COF_I;3_SIM_SH;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11:38.0;697964;9335;ESP;FEM;ZZ;FRAN;3PER;3M_I;Gana_I;Doble;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:06.0;726044;9769;ESP;FEM;ZZ;FRAN;3PER;2M_I;Gana_I;Doble;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:30.2;750245;11174;ESP;FEM;ZZ;FRAN;3PER;2M_I;Gana_I;Doble;NoPrep;PRES_D;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_COF_I;3_SIM_SH;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:49.7;769718;3815;ESP;FEM;ZZ;FRAN;3PER;CENT;Gana_I;NO;Prep_D;PRES_D;1_OF_D;1_COM_SH;2_COF_I;2_SIM_SH;3_DEF_D;3_DIST_SR;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:53.5;773533;11863;ESP;FEM;ZZ;FRAN;3PER;3M_I;Gana_I;Toca_D;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13:09.8;789771;16130;ESP;FEM;ZZ;FRAN;3PER;CENT;Gana_I;Toca_D;Prep_I;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_COF_I;3_SIM_SH;4_COF_D;4_SIM_SH;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13:31.5;811547;17300;ESP;FEM;ZZ;FRAN;3PER;CENT;Empate;Toca_D;Prep_I;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_DIST_R;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13:56.9;836930;11254;ESP;FEM;ZZ;FRAN;3PER;CENT;Pierde_I;NO;Prep_D;NPRES;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_R;3_COF_I;3_SIM_SH;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:08.2;848184;8219;ESP;FEM;ZZ;FRAN;3PER;3M_D;Pierde_I;NO;Prep_I;PRES_I;1_OF_I;1_SIM_SH;2_DEF_D;2_DIST_R;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:16.4;856403;1032;ESP;FEM;ZZ;FRAN;3PER;3M_D;Pierde_I;NO;Prep_I;PRES_I;1_OF_I;1_SIM_SH;2_DEF_D;2_DIST_SR;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:17.4;857435;2585;ESP;FEM;ZZ;FRAN;3PER;2M_D;Pierde_I;NO;Prep_D;PRES_I;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_R;3_DEF_I;3_DIST_SR;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:20.0;860020;9205;ESP;FEM;ZZ;FRAN;3PER;3M_D;Pierde_I;Doble;Prep_D;NPRES;1_OF_I;1_SIM_SH;2_OF_D;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:36.8;876831;728;ESP;FEM;ZZ;FRAN;3PER;3M_D;Pierde_I;NO;Prep_D;PRES_I;1_OF_I;1_SIM_SH;2_DEF_D;2_DIST_SR;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:37.6;877559;9323;ESP;FEM;ZZ;FRAN;3PER;3M_D;Pierde_I;Toca_I;Prep_I;PRES_I;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_SR;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15:14.3;914325;27289;ESP;FEM;ZZ;FRAN;3PER;CENT;Empate;NO;Prep_D;PRES_I;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;3_DEF_D;3_PAR_R;4_DEF_I;4_DIST_SR;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16:51.4;1011410;43950;ESP;FEM;ZZ;FRAN;PRORR_FT;CENT;Empate;NO;Prep_I;NPRES;1_OF_I;1_SIM_SH;2_DEF_D;2_PAR_R;3_COF_I;3_SIM_SH;4_COF_D;4_SIM_SH;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17:49.8;1069755;4757;ESP;FEM;ZZ;FRAN;PRORR_FT;3M_D;Empate;NO;Prep_I;NPRES;1_OF_I;1_SIM_SH;2_DEF_D;2_DIST_R;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17:54.5;1074512;8208;ESP;FEM;ZZ;FRAN;PRORR_FT;3M_D;Empate;Doble;Prep_I;NPRES;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18:06.3;1086277;9785;ESP;FEM;ZZ;FRAN;PRORR_FT;3M_D;Empate;Doble;NoPrep;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18:24.7;1104673;;ESP;FEM;ZZ;FRAN;PRORR_FT;3M_D;Empate;Toca_D;Prep_I;PRES_I;1_OF_I;1_COM_SH;2_COF_D;2_SIM_SH;;;;;;;48;S1;S4;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
