TSegundos;TMilisegundos;DuraciónMiliseg;ARMA;GÉNERO;MANO;PUÑO;PERÍODO; PISTA;MARCADOR;EFICACIA;Preparación;PRESIÓN;ACCIÓN 1;TIPO 1;ACCIÓN 2;TIPO 2;ACCIÓN 3;TIPO 3;ACCIÓN 4;TIPO 4;ACCIÓN n;TIPO n;Asalto;Tirador_I;Tirador_D;CAMPEONATO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10:47.8;647772;1086;ESP;FEM;DD;FRAN;3PER;2M_D;Pierde_I;NO;Prep_I;PRES_I;1_OF_I;1_COM_SH;2_DEF_D;2_PAR_SR;3_COF_I;3_SIM_SH;4_DEF_D;4_PAR_SR;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10:48.9;648858;10440;ESP;FEM;DD;FRAN;3PER;3M_D;Pierde_I;Toca_I;Prep_D;PRES_I;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11:04.0;664022;7180;ESP;FEM;DD;FRAN;3PER;3M_D;Pierde_I;Toca_I;Prep_D;PRES_I;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_R;3_COF_D;3_SIM_SH;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11:26.8;686763;10120;ESP;FEM;DD;FRAN;3PER;CENT;Pierde_I;Toca_I;Prep_D;NPRES;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11:38.4;698384;7787;ESP;FEM;DD;FRAN;3PER;CENT;Pierde_I;Doble;Prep_D;NPRES;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11:53.2;713217;7626;ESP;FEM;DD;FRAN;3PER;3M_I;Pierde_I;NO;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_DEF_I;2_PAR_SR;;;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:00.8;720843;1194;ESP;FEM;DD;FRAN;3PER;3M_I;Pierde_I;NO;Prep_D;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;3_DEF_I;3_DIST_SR;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:02.0;722037;4922;ESP;FEM;DD;FRAN;3PER;3M_I;Pierde_I;NO;Prep_D;PRES_D;1_OF_D;1_COM_SH;2_DEF_I;2_PAR_SR;;;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:07.0;726959;12083;ESP;FEM;DD;FRAN;3PER;3M_I;Pierde_I;Toca_I;Prep_I;NPRES;1_OF_D;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:21.1;741079;9034;ESP;FEM;DD;FRAN;3PER;3M_I;Empate;Doble;Prep_D;PRES_D;1_OF_D;1_SIM_SH;2_DEF_I;2_DIST_SR;3_COF_D;3_SIM_SH;4_COF_I;4_SIM_SH;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:32.5;752480;10360;ESP;FEM;DD;FRAN;3PER;CENT;Empate;NO;Prep_I;PRES_D;1_OF_D;1_SIM_SH;2_DEF_I;2_DIST_SR;;;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12:42.8;762840;19954;ESP;FEM;DD;FRAN;3PER;2M_I;Empate;Toca_I;Prep_D;PRES_D;1_OF_I;1_SIM_SH;2_COF_I;2_SIM_SH;;;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13:05.0;784971;;ESP;FEM;DD;FRAN;3PER;2M_D;Pierde_I;NO;Prep_I;PRES_I;1_OF_I;1_SIM_SH;2_COF_D;2_SIM_SH;;;;;;;53;S1;S9;Campeonato del Mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
